id,適用日,職種,都道府県,労務単価
64,2015/02/01,潜水士,愛媛県,35600
65,2015/02/01,潜水連絡員,愛媛県,
66,2015/02/01,潜水送気員,愛媛県,18200
67,2015/02/01,山林砂防工,愛媛県,19500
68,2015/02/01,軌道工,愛媛県,
69,2015/02/01,型わく工,愛媛県,18500
70,2015/02/01,大工,愛媛県,
71,2015/02/01,左官,愛媛県,19200
72,2015/02/01,配管工,愛媛県,17000
73,2015/02/01,はつり工,愛媛県,18300
74,2015/02/01,防水工,愛媛県,18900
75,2015/02/01,板金工,愛媛県,
76,2015/02/01,タイル工,愛媛県,
77,2015/02/01,サッシ工,愛媛県,
78,2015/02/01,内装工,愛媛県,
79,2015/02/01,ガラス工,愛媛県,17600
80,2015/02/01,建具工,愛媛県,
81,2015/02/01,ダクト工,愛媛県,
82,2015/02/01,保温工,愛媛県,19900
83,2015/02/01,設備機械工,愛媛県,17600
84,2015/02/01,交通誘導警備員A,愛媛県,10300
85,2015/02/01,交通誘導警備員B,愛媛県,8800
38,2015/02/01,特殊作業員,高知県,17300
39,2015/02/01,普通作業員,高知県,14700
40,2015/02/01,軽作業員,高知県,12300
41,2015/02/01,造園工,高知県,16900
42,2015/02/01,法面工,高知県,22300
43,2015/02/01,とび工,高知県,19300
44,2015/02/01,石工,高知県,
45,2015/02/01,ブロック工,高知県,
46,2015/02/01,電工,高知県,17300
47,2015/02/01,鉄筋工,高知県,17400
48,2015/02/01,鉄骨工,高知県,18300
49,2015/02/01,塗装工,高知県,18000
50,2015/02/01,溶接工,高知県,20900
51,2015/02/01,運転手（特殊）,高知県,17700
52,2015/02/01,運転手（一般）,高知県,15700
53,2015/02/01,潜かん工,高知県,27100
54,2015/02/01,潜かん世話役,高知県,32100
55,2015/02/01,さく岩工,高知県,20400
56,2015/02/01,トンネル特殊工,高知県,24700
57,2015/02/01,トンネル作業員,高知県,20700
58,2015/02/01,トンネル世話役,高知県,26700
59,2015/02/01,橋りょう特殊工,高知県,23100
60,2015/02/01,橋りょう塗装工,高知県,24000
61,2015/02/01,橋りょう世話役,高知県,25400
62,2015/02/01,土木一般世話役,高知県,18800
63,2015/02/01,高級船員,高知県,29100
64,2015/02/01,普通船員,高知県,19800
65,2015/02/01,潜水士,高知県,35500
66,2015/02/01,潜水連絡員,高知県,
67,2015/02/01,潜水送気員,高知県,18300
68,2015/02/01,山林砂防工,高知県,19500
69,2015/02/01,軌道工,高知県,
70,2015/02/01,型わく工,高知県,18200
71,2015/02/01,大工,高知県,
72,2015/02/01,左官,高知県,19100
73,2015/02/01,配管工,高知県,16800
74,2015/02/01,はつり工,高知県,18400
75,2015/02/01,防水工,高知県,18900
76,2015/02/01,板金工,高知県,
77,2015/02/01,タイル工,高知県,
78,2015/02/01,サッシ工,高知県,
79,2015/02/01,内装工,高知県,
80,2015/02/01,ガラス工,高知県,17700
81,2015/02/01,建具工,高知県,
82,2015/02/01,ダクト工,高知県,
83,2015/02/01,保温工,高知県,20000
84,2015/02/01,設備機械工,高知県,17600
85,2015/02/01,交通誘導警備員A,高知県,9800
86,2015/02/01,交通誘導警備員B,高知県,8300
39,2015/02/01,特殊作業員,福岡県,18200
40,2015/02/01,普通作業員,福岡県,16200
41,2015/02/01,軽作業員,福岡県,11200
42,2015/02/01,造園工,福岡県,16300
43,2015/02/01,法面工,福岡県,19600
44,2015/02/01,とび工,福岡県,19000
45,2015/02/01,石工,福岡県,21300
46,2015/02/01,ブロック工,福岡県,20600
47,2015/02/01,電工,福岡県,17400
48,2015/02/01,鉄筋工,福岡県,18300
49,2015/02/01,鉄骨工,福岡県,16500
50,2015/02/01,塗装工,福岡県,19000
51,2015/02/01,溶接工,福岡県,19800
52,2015/02/01,運転手（特殊）,福岡県,17600
53,2015/02/01,運転手（一般）,福岡県,15200
54,2015/02/01,潜かん工,福岡県,27100
55,2015/02/01,潜かん世話役,福岡県,32100
56,2015/02/01,さく岩工,福岡県,24400
57,2015/02/01,トンネル特殊工,福岡県,23700
58,2015/02/01,トンネル作業員,福岡県,19900
59,2015/02/01,トンネル世話役,福岡県,27000
60,2015/02/01,橋りょう特殊工,福岡県,22000
61,2015/02/01,橋りょう塗装工,福岡県,24000
62,2015/02/01,橋りょう世話役,福岡県,27000
63,2015/02/01,土木一般世話役,福岡県,20100
64,2015/02/01,高級船員,福岡県,25200
65,2015/02/01,普通船員,福岡県,19100
66,2015/02/01,潜水士,福岡県,31200
67,2015/02/01,潜水連絡員,福岡県,19700
68,2015/02/01,潜水送気員,福岡県,19800
69,2015/02/01,山林砂防工,福岡県,
70,2015/02/01,軌道工,福岡県,23700
71,2015/02/01,型わく工,福岡県,18300
72,2015/02/01,大工,福岡県,19300
73,2015/02/01,左官,福岡県,18500
74,2015/02/01,配管工,福岡県,16400
75,2015/02/01,はつり工,福岡県,16700
76,2015/02/01,防水工,福岡県,18200
77,2015/02/01,板金工,福岡県,17400
78,2015/02/01,タイル工,福岡県,
79,2015/02/01,サッシ工,福岡県,23000
80,2015/02/01,内装工,福岡県,18400
81,2015/02/01,ガラス工,福岡県,18400
82,2015/02/01,建具工,福岡県,
83,2015/02/01,ダクト工,福岡県,14900
84,2015/02/01,保温工,福岡県,18100
85,2015/02/01,設備機械工,福岡県,17700
86,2015/02/01,交通誘導警備員A,福岡県,10300
87,2015/02/01,交通誘導警備員B,福岡県,9100
40,2015/02/01,特殊作業員,佐賀県,15800
41,2015/02/01,普通作業員,佐賀県,13700
42,2015/02/01,軽作業員,佐賀県,10900
43,2015/02/01,造園工,佐賀県,16200
44,2015/02/01,法面工,佐賀県,19200
45,2015/02/01,とび工,佐賀県,17700
46,2015/02/01,石工,佐賀県,21600
47,2015/02/01,ブロック工,佐賀県,20700
48,2015/02/01,電工,佐賀県,17100
49,2015/02/01,鉄筋工,佐賀県,17900
50,2015/02/01,鉄骨工,佐賀県,16700
51,2015/02/01,塗装工,佐賀県,19300
52,2015/02/01,溶接工,佐賀県,19400
53,2015/02/01,運転手（特殊）,佐賀県,19400
54,2015/02/01,運転手（一般）,佐賀県,15600
55,2015/02/01,潜かん工,佐賀県,27100
56,2015/02/01,潜かん世話役,佐賀県,32100
57,2015/02/01,さく岩工,佐賀県,24500
58,2015/02/01,トンネル特殊工,佐賀県,24100
59,2015/02/01,トンネル作業員,佐賀県,19500
60,2015/02/01,トンネル世話役,佐賀県,27000
61,2015/02/01,橋りょう特殊工,佐賀県,22000
62,2015/02/01,橋りょう塗装工,佐賀県,24100
63,2015/02/01,橋りょう世話役,佐賀県,27200
64,2015/02/01,土木一般世話役,佐賀県,19100
65,2015/02/01,高級船員,佐賀県,25000
66,2015/02/01,普通船員,佐賀県,19100
67,2015/02/01,潜水士,佐賀県,31300
68,2015/02/01,潜水連絡員,佐賀県,19700
69,2015/02/01,潜水送気員,佐賀県,19800
70,2015/02/01,山林砂防工,佐賀県,
71,2015/02/01,軌道工,佐賀県,23600
72,2015/02/01,型わく工,佐賀県,19700
73,2015/02/01,大工,佐賀県,19400
74,2015/02/01,左官,佐賀県,18600
75,2015/02/01,配管工,佐賀県,15800
76,2015/02/01,はつり工,佐賀県,16700
77,2015/02/01,防水工,佐賀県,18300
78,2015/02/01,板金工,佐賀県,17500
79,2015/02/01,タイル工,佐賀県,
80,2015/02/01,サッシ工,佐賀県,23000
81,2015/02/01,内装工,佐賀県,18400
82,2015/02/01,ガラス工,佐賀県,18400
83,2015/02/01,建具工,佐賀県,
84,2015/02/01,ダクト工,佐賀県,14500
85,2015/02/01,保温工,佐賀県,18100
86,2015/02/01,設備機械工,佐賀県,17700
87,2015/02/01,交通誘導警備員A,佐賀県,10100
88,2015/02/01,交通誘導警備員B,佐賀県,8800
41,2015/02/01,特殊作業員,長崎県,16700
42,2015/02/01,普通作業員,長崎県,14400
43,2015/02/01,軽作業員,長崎県,11500
44,2015/02/01,造園工,長崎県,16800
45,2015/02/01,法面工,長崎県,19000
46,2015/02/01,とび工,長崎県,17500
47,2015/02/01,石工,長崎県,21900
48,2015/02/01,ブロック工,長崎県,20600
49,2015/02/01,電工,長崎県,16200
50,2015/02/01,鉄筋工,長崎県,17800
51,2015/02/01,鉄骨工,長崎県,16100
52,2015/02/01,塗装工,長崎県,19000
53,2015/02/01,溶接工,長崎県,19000
54,2015/02/01,運転手（特殊）,長崎県,16500
55,2015/02/01,運転手（一般）,長崎県,14300
56,2015/02/01,潜かん工,長崎県,27100
57,2015/02/01,潜かん世話役,長崎県,32100
58,2015/02/01,さく岩工,長崎県,24500
59,2015/02/01,トンネル特殊工,長崎県,24600
60,2015/02/01,トンネル作業員,長崎県,19500
61,2015/02/01,トンネル世話役,長崎県,27000
62,2015/02/01,橋りょう特殊工,長崎県,22000
63,2015/02/01,橋りょう塗装工,長崎県,24000
64,2015/02/01,橋りょう世話役,長崎県,27100
65,2015/02/01,土木一般世話役,長崎県,18800
66,2015/02/01,高級船員,長崎県,24000
67,2015/02/01,普通船員,長崎県,18300
68,2015/02/01,潜水士,長崎県,31000
69,2015/02/01,潜水連絡員,長崎県,19500
70,2015/02/01,潜水送気員,長崎県,19600
71,2015/02/01,山林砂防工,長崎県,
72,2015/02/01,軌道工,長崎県,24300
73,2015/02/01,型わく工,長崎県,18000
74,2015/02/01,大工,長崎県,19300
75,2015/02/01,左官,長崎県,18400
76,2015/02/01,配管工,長崎県,16100
77,2015/02/01,はつり工,長崎県,16700
78,2015/02/01,防水工,長崎県,18000
79,2015/02/01,板金工,長崎県,17500
80,2015/02/01,タイル工,長崎県,
81,2015/02/01,サッシ工,長崎県,22800
82,2015/02/01,内装工,長崎県,19000
83,2015/02/01,ガラス工,長崎県,18400
84,2015/02/01,建具工,長崎県,
85,2015/02/01,ダクト工,長崎県,15000
86,2015/02/01,保温工,長崎県,18100
87,2015/02/01,設備機械工,長崎県,17700
88,2015/02/01,交通誘導警備員A,長崎県,10300
89,2015/02/01,交通誘導警備員B,長崎県,9000
42,2015/02/01,特殊作業員,熊本県,17000
43,2015/02/01,普通作業員,熊本県,14800
44,2015/02/01,軽作業員,熊本県,12200
45,2015/02/01,造園工,熊本県,16500
46,2015/02/01,法面工,熊本県,20000
47,2015/02/01,とび工,熊本県,18300
48,2015/02/01,石工,熊本県,21600
49,2015/02/01,ブロック工,熊本県,20400
50,2015/02/01,電工,熊本県,16100
51,2015/02/01,鉄筋工,熊本県,18300
52,2015/02/01,鉄骨工,熊本県,16300
53,2015/02/01,塗装工,熊本県,19000
54,2015/02/01,溶接工,熊本県,19400
55,2015/02/01,運転手（特殊）,熊本県,17200
56,2015/02/01,運転手（一般）,熊本県,14900
57,2015/02/01,潜かん工,熊本県,27100
58,2015/02/01,潜かん世話役,熊本県,32100
59,2015/02/01,さく岩工,熊本県,24500
60,2015/02/01,トンネル特殊工,熊本県,24600
61,2015/02/01,トンネル作業員,熊本県,19500
62,2015/02/01,トンネル世話役,熊本県,27000
63,2015/02/01,橋りょう特殊工,熊本県,22000
64,2015/02/01,橋りょう塗装工,熊本県,24000
65,2015/02/01,橋りょう世話役,熊本県,26100
66,2015/02/01,土木一般世話役,熊本県,19400
67,2015/02/01,高級船員,熊本県,25100
68,2015/02/01,普通船員,熊本県,18500
69,2015/02/01,潜水士,熊本県,31200
70,2015/02/01,潜水連絡員,熊本県,19600
71,2015/02/01,潜水送気員,熊本県,19700
72,2015/02/01,山林砂防工,熊本県,
73,2015/02/01,軌道工,熊本県,24200
74,2015/02/01,型わく工,熊本県,18100
75,2015/02/01,大工,熊本県,19400
76,2015/02/01,左官,熊本県,18100
77,2015/02/01,配管工,熊本県,15700
78,2015/02/01,はつり工,熊本県,16700
79,2015/02/01,防水工,熊本県,18100
80,2015/02/01,板金工,熊本県,17400
81,2015/02/01,タイル工,熊本県,
82,2015/02/01,サッシ工,熊本県,22900
83,2015/02/01,内装工,熊本県,18300
84,2015/02/01,ガラス工,熊本県,18400
85,2015/02/01,建具工,熊本県,
86,2015/02/01,ダクト工,熊本県,14600
87,2015/02/01,保温工,熊本県,18100
88,2015/02/01,設備機械工,熊本県,17400
89,2015/02/01,交通誘導警備員A,熊本県,10000
90,2015/02/01,交通誘導警備員B,熊本県,8600
43,2015/02/01,特殊作業員,大分県,16200
44,2015/02/01,普通作業員,大分県,13800
45,2015/02/01,軽作業員,大分県,11400
46,2015/02/01,造園工,大分県,16200
47,2015/02/01,法面工,大分県,18600
48,2015/02/01,とび工,大分県,18100
49,2015/02/01,石工,大分県,21300
50,2015/02/01,ブロック工,大分県,20200
51,2015/02/01,電工,大分県,15700
52,2015/02/01,鉄筋工,大分県,18300
53,2015/02/01,鉄骨工,大分県,16600
54,2015/02/01,塗装工,大分県,18200
55,2015/02/01,溶接工,大分県,19100
56,2015/02/01,運転手（特殊）,大分県,18400
57,2015/02/01,運転手（一般）,大分県,16700
58,2015/02/01,潜かん工,大分県,27100
59,2015/02/01,潜かん世話役,大分県,32100
60,2015/02/01,さく岩工,大分県,24400
61,2015/02/01,トンネル特殊工,大分県,24100
62,2015/02/01,トンネル作業員,大分県,19400
63,2015/02/01,トンネル世話役,大分県,27000
64,2015/02/01,橋りょう特殊工,大分県,22000
65,2015/02/01,橋りょう塗装工,大分県,24000
66,2015/02/01,橋りょう世話役,大分県,26500
67,2015/02/01,土木一般世話役,大分県,19800
68,2015/02/01,高級船員,大分県,25100
69,2015/02/01,普通船員,大分県,18800
70,2015/02/01,潜水士,大分県,31200
71,2015/02/01,潜水連絡員,大分県,19600
72,2015/02/01,潜水送気員,大分県,19700
73,2015/02/01,山林砂防工,大分県,
74,2015/02/01,軌道工,大分県,24000
75,2015/02/01,型わく工,大分県,17500
76,2015/02/01,大工,大分県,19100
77,2015/02/01,左官,大分県,18300
78,2015/02/01,配管工,大分県,15500
79,2015/02/01,はつり工,大分県,16700
80,2015/02/01,防水工,大分県,18200
81,2015/02/01,板金工,大分県,17400
82,2015/02/01,タイル工,大分県,
83,2015/02/01,サッシ工,大分県,22500
84,2015/02/01,内装工,大分県,18400
85,2015/02/01,ガラス工,大分県,18400
86,2015/02/01,建具工,大分県,
87,2015/02/01,ダクト工,大分県,14300
88,2015/02/01,保温工,大分県,18100
89,2015/02/01,設備機械工,大分県,17400
90,2015/02/01,交通誘導警備員A,大分県,10100
91,2015/02/01,交通誘導警備員B,大分県,8200
44,2015/02/01,特殊作業員,宮崎県,18200
45,2015/02/01,普通作業員,宮崎県,13500
46,2015/02/01,軽作業員,宮崎県,11600
47,2015/02/01,造園工,宮崎県,16300
48,2015/02/01,法面工,宮崎県,18800
49,2015/02/01,とび工,宮崎県,18300
50,2015/02/01,石工,宮崎県,21600
51,2015/02/01,ブロック工,宮崎県,20200
52,2015/02/01,電工,宮崎県,15300
53,2015/02/01,鉄筋工,宮崎県,17300
54,2015/02/01,鉄骨工,宮崎県,16500
55,2015/02/01,塗装工,宮崎県,18700
56,2015/02/01,溶接工,宮崎県,18700
57,2015/02/01,運転手（特殊）,宮崎県,18400
58,2015/02/01,運転手（一般）,宮崎県,15600
59,2015/02/01,潜かん工,宮崎県,27100
60,2015/02/01,潜かん世話役,宮崎県,32100
61,2015/02/01,さく岩工,宮崎県,24400
62,2015/02/01,トンネル特殊工,宮崎県,25100
63,2015/02/01,トンネル作業員,宮崎県,19400
64,2015/02/01,トンネル世話役,宮崎県,27000
65,2015/02/01,橋りょう特殊工,宮崎県,22000
66,2015/02/01,橋りょう塗装工,宮崎県,24000
67,2015/02/01,橋りょう世話役,宮崎県,27000
68,2015/02/01,土木一般世話役,宮崎県,20000
69,2015/02/01,高級船員,宮崎県,24000
70,2015/02/01,普通船員,宮崎県,18300
71,2015/02/01,潜水士,宮崎県,31200
72,2015/02/01,潜水連絡員,宮崎県,19500
73,2015/02/01,潜水送気員,宮崎県,19600
74,2015/02/01,山林砂防工,宮崎県,
75,2015/02/01,軌道工,宮崎県,23800
76,2015/02/01,型わく工,宮崎県,18500
77,2015/02/01,大工,宮崎県,19100
78,2015/02/01,左官,宮崎県,18200
79,2015/02/01,配管工,宮崎県,15400
80,2015/02/01,はつり工,宮崎県,16700
81,2015/02/01,防水工,宮崎県,17900
82,2015/02/01,板金工,宮崎県,17400
83,2015/02/01,タイル工,宮崎県,
84,2015/02/01,サッシ工,宮崎県,22400
85,2015/02/01,内装工,宮崎県,18300
86,2015/02/01,ガラス工,宮崎県,18400
87,2015/02/01,建具工,宮崎県,
88,2015/02/01,ダクト工,宮崎県,14600
89,2015/02/01,保温工,宮崎県,18100
90,2015/02/01,設備機械工,宮崎県,17400
91,2015/02/01,交通誘導警備員A,宮崎県,10200
92,2015/02/01,交通誘導警備員B,宮崎県,7900
45,2015/02/01,特殊作業員,鹿児島県,20000
46,2015/02/01,普通作業員,鹿児島県,14700
47,2015/02/01,軽作業員,鹿児島県,12400
48,2015/02/01,造園工,鹿児島県,16000
49,2015/02/01,法面工,鹿児島県,21600
50,2015/02/01,とび工,鹿児島県,18600
51,2015/02/01,石工,鹿児島県,21600
52,2015/02/01,ブロック工,鹿児島県,20200
53,2015/02/01,電工,鹿児島県,15700
54,2015/02/01,鉄筋工,鹿児島県,18200
55,2015/02/01,鉄骨工,鹿児島県,16500
56,2015/02/01,塗装工,鹿児島県,18900
57,2015/02/01,溶接工,鹿児島県,19300
58,2015/02/01,運転手（特殊）,鹿児島県,20500
59,2015/02/01,運転手（一般）,鹿児島県,17900
60,2015/02/01,潜かん工,鹿児島県,27100
61,2015/02/01,潜かん世話役,鹿児島県,32100
62,2015/02/01,さく岩工,鹿児島県,24500
63,2015/02/01,トンネル特殊工,鹿児島県,25000
64,2015/02/01,トンネル作業員,鹿児島県,19500
65,2015/02/01,トンネル世話役,鹿児島県,27000
66,2015/02/01,橋りょう特殊工,鹿児島県,22000
67,2015/02/01,橋りょう塗装工,鹿児島県,24100
68,2015/02/01,橋りょう世話役,鹿児島県,27200
69,2015/02/01,土木一般世話役,鹿児島県,21600
70,2015/02/01,高級船員,鹿児島県,23900
71,2015/02/01,普通船員,鹿児島県,18300
72,2015/02/01,潜水士,鹿児島県,31300
73,2015/02/01,潜水連絡員,鹿児島県,19600
74,2015/02/01,潜水送気員,鹿児島県,19700
75,2015/02/01,山林砂防工,鹿児島県,
76,2015/02/01,軌道工,鹿児島県,23900
77,2015/02/01,型わく工,鹿児島県,20300
78,2015/02/01,大工,鹿児島県,19500
79,2015/02/01,左官,鹿児島県,18500
80,2015/02/01,配管工,鹿児島県,15400
81,2015/02/01,はつり工,鹿児島県,16700
82,2015/02/01,防水工,鹿児島県,18000
83,2015/02/01,板金工,鹿児島県,17500
84,2015/02/01,タイル工,鹿児島県,
85,2015/02/01,サッシ工,鹿児島県,22500
86,2015/02/01,内装工,鹿児島県,18100
87,2015/02/01,ガラス工,鹿児島県,18400
88,2015/02/01,建具工,鹿児島県,
89,2015/02/01,ダクト工,鹿児島県,14300
90,2015/02/01,保温工,鹿児島県,18100
91,2015/02/01,設備機械工,鹿児島県,17400
92,2015/02/01,交通誘導警備員A,鹿児島県,10900
93,2015/02/01,交通誘導警備員B,鹿児島県,9300
46,2015/02/01,特殊作業員,沖縄県,18000
47,2015/02/01,普通作業員,沖縄県,15700
48,2015/02/01,軽作業員,沖縄県,11900
49,2015/02/01,造園工,沖縄県,
50,2015/02/01,法面工,沖縄県,
51,2015/02/01,とび工,沖縄県,22100
52,2015/02/01,石工,沖縄県,
53,2015/02/01,ブロック工,沖縄県,15000
54,2015/02/01,電工,沖縄県,14600
55,2015/02/01,鉄筋工,沖縄県,20100
56,2015/02/01,鉄骨工,沖縄県,17900
57,2015/02/01,塗装工,沖縄県,19100
58,2015/02/01,溶接工,沖縄県,19100
59,2015/02/01,運転手（特殊）,沖縄県,20400
60,2015/02/01,運転手（一般）,沖縄県,18000
61,2015/02/01,潜かん工,沖縄県,27200
62,2015/02/01,潜かん世話役,沖縄県,32200
63,2015/02/01,さく岩工,沖縄県,22500
64,2015/02/01,トンネル特殊工,沖縄県,22900
65,2015/02/01,トンネル作業員,沖縄県,18500
66,2015/02/01,トンネル世話役,沖縄県,26000
67,2015/02/01,橋りょう特殊工,沖縄県,25900
68,2015/02/01,橋りょう塗装工,沖縄県,20900
69,2015/02/01,橋りょう世話役,沖縄県,31000
70,2015/02/01,土木一般世話役,沖縄県,21400
71,2015/02/01,高級船員,沖縄県,21200
72,2015/02/01,普通船員,沖縄県,18900
73,2015/02/01,潜水士,沖縄県,36900
74,2015/02/01,潜水連絡員,沖縄県,22600
75,2015/02/01,潜水送気員,沖縄県,24500
76,2015/02/01,山林砂防工,沖縄県,
77,2015/02/01,軌道工,沖縄県,
78,2015/02/01,型わく工,沖縄県,20700
79,2015/02/01,大工,沖縄県,
80,2015/02/01,左官,沖縄県,20000
81,2015/02/01,配管工,沖縄県,14900
82,2015/02/01,はつり工,沖縄県,
83,2015/02/01,防水工,沖縄県,23800
84,2015/02/01,板金工,沖縄県,
85,2015/02/01,タイル工,沖縄県,
86,2015/02/01,サッシ工,沖縄県,17600
87,2015/02/01,内装工,沖縄県,
88,2015/02/01,ガラス工,沖縄県,17600
89,2015/02/01,建具工,沖縄県,
90,2015/02/01,ダクト工,沖縄県,14000
91,2015/02/01,保温工,沖縄県,
92,2015/02/01,設備機械工,沖縄県,
93,2015/02/01,交通誘導警備員A,沖縄県,9100
94,2015/02/01,交通誘導警備員B,沖縄県,8000
